Date,Attraction,Avg_Temperature,Rainfall_mm,Public_Holiday_Count,Festival_Season,Foreign_Visitors_%,Visitor_Count
2023-12-16,Sigiriya Rock Fortress,27.2,18.9,0,Peak Season,56,3909
2023-12-17,Sigiriya Rock Fortress,26.5,7.5,0,Peak Season,59,4029
2023-12-18,Sigiriya Rock Fortress,26.8,12.1,0,Peak Season,55,3306
2023-12-19,Sigiriya Rock Fortress,26.0,0.3,0,Peak Season,60,3527
2023-12-20,Sigiriya Rock Fortress,26.8,12.0,0,Peak Season,62,3519
2023-12-21,Sigiriya Rock Fortress,26.9,7.0,0,Peak Season,57,3329
2023-12-22,Sigiriya Rock Fortress,26.4,28.7,0,Peak Season,63,3170
2023-12-23,Sigiriya Rock Fortress,26.4,9.0,1,Peak Season,55,4892
2023-12-24,Sigiriya Rock Fortress,26.5,25.1,0,Peak Season,61,4381
2023-12-25,Sigiriya Rock Fortress,25.8,22.5,1,Christmas,74,4060
2023-12-26,Sigiriya Rock Fortress,26.2,23.0,0,Peak Season,69,3116
2023-12-27,Sigiriya Rock Fortress,26.2,9.3,0,Peak Season,68,3329
2023-12-28,Sigiriya Rock Fortress,26.6,12.7,0,Peak Season,61,3364
2023-12-29,Sigiriya Rock Fortress,26.9,18.1,0,Peak Season,58,3475
2023-12-30,Sigiriya Rock Fortress,25.7,13.1,0,Peak Season,60,4012
2023-12-31,Sigiriya Rock Fortress,26.3,8.9,0,Peak Season,67,4118
2024-01-01,Sigiriya Rock Fortress,27.2,3.7,1,New Year,72,4780
2024-01-02,Sigiriya Rock Fortress,25.9,11.9,0,Peak Season,72,3417
2024-01-03,Sigiriya Rock Fortress,25.9,1.2,0,Peak Season,71,3626
2024-01-04,Sigiriya Rock Fortress,26.5,2.5,0,Peak Season,63,3537
2024-01-05,Sigiriya Rock Fortress,26.9,22.1,0,Peak Season,67,3044
2024-01-06,Sigiriya Rock Fortress,26.4,14.8,0,Peak Season,65,3721
2024-01-07,Sigiriya Rock Fortress,27.2,22.1,0,Peak Season,66,3688
2024-01-08,Sigiriya Rock Fortress,26.9,4.9,0,Peak Season,79,3983
2024-01-09,Sigiriya Rock Fortress,26.9,29.7,1,Peak Season,56,3807
2024-01-10,Sigiriya Rock Fortress,26.8,1.4,0,Peak Season,66,3754
2024-01-11,Sigiriya Rock Fortress,27.9,2.6,0,Peak Season,74,3383
2024-01-12,Sigiriya Rock Fortress,26.4,28.8,0,Peak Season,58,2806
2024-01-13,Sigiriya Rock Fortress,25.3,13.2,0,Peak Season,63,4067
2024-01-14,Sigiriya Rock Fortress,27.5,21.4,0,Peak Season,64,3306
2024-01-15,Sigiriya Rock Fortress,26.2,14.1,0,Peak Season,66,3715
2024-01-16,Sigiriya Rock Fortress,26.6,78.5,0,Peak Season,57,2124
2024-01-17,Sigiriya Rock Fortress,27.3,2.1,0,Peak Season,71,3904
2024-01-18,Sigiriya Rock Fortress,25.6,0.4,0,Peak Season,71,3484
2024-01-19,Sigiriya Rock Fortress,25.8,48.2,0,Peak Season,70,3325
2024-01-20,Sigiriya Rock Fortress,25.7,0.8,0,Peak Season,62,4772
2024-01-21,Sigiriya Rock Fortress,26.2,36.5,0,Peak Season,68,3263
2024-01-22,Sigiriya Rock Fortress,26.9,11.7,0,Peak Season,62,3580
2024-01-23,Sigiriya Rock Fortress,27.0,13.7,0,Peak Season,65,3063
2024-01-24,Sigiriya Rock Fortress,26.9,67.8,0,Peak Season,80,3172
2024-01-25,Sigiriya Rock Fortress,25.9,17.5,0,Peak Season,68,3385
2024-01-26,Sigiriya Rock Fortress,25.4,3.8,0,Peak Season,60,3462
2024-01-27,Sigiriya Rock Fortress,26.8,0.1,0,Peak Season,68,4020
2024-01-28,Sigiriya Rock Fortress,26.5,105.5,0,Peak Season,59,2955
2024-01-29,Sigiriya Rock Fortress,27.1,15.5,0,Peak Season,60,3034
2024-01-30,Sigiriya Rock Fortress,27.3,2.3,0,Peak Season,61,3809
2024-01-31,Sigiriya Rock Fortress,26.9,25.6,0,Peak Season,64,3206
2024-02-01,Sigiriya Rock Fortress,27.3,8.3,0,Peak Season,73,3371
2024-02-02,Sigiriya Rock Fortress,27.0,1.9,0,Peak Season,70,4043
2024-02-03,Sigiriya Rock Fortress,27.3,10.9,1,Peak Season,70,4780
2024-02-04,Sigiriya Rock Fortress,26.5,14.3,1,Peak Season,60,4966
2024-02-05,Sigiriya Rock Fortress,26.9,15.1,0,Peak Season,64,3691
2024-02-06,Sigiriya Rock Fortress,27.1,26.1,0,Peak Season,69,3212
2024-02-07,Sigiriya Rock Fortress,27.5,4.2,0,Peak Season,63,3537
2024-02-08,Sigiriya Rock Fortress,26.8,6.1,0,Peak Season,65,3571
2024-02-09,Sigiriya Rock Fortress,27.4,2.0,0,Peak Season,70,4041
2024-02-10,Sigiriya Rock Fortress,27.0,0.3,0,Peak Season,65,4268
2024-02-11,Sigiriya Rock Fortress,27.1,7.9,0,Peak Season,68,4176
2024-02-12,Sigiriya Rock Fortress,27.7,4.1,0,Peak Season,77,3772
2024-02-13,Sigiriya Rock Fortress,26.0,18.4,0,Peak Season,66,3376
2024-02-14,Sigiriya Rock Fortress,26.5,0.5,0,Peak Season,74,4051
2024-02-15,Sigiriya Rock Fortress,26.4,2.6,0,Peak Season,70,3664
2024-02-16,Sigiriya Rock Fortress,25.9,1.1,0,Peak Season,58,3360
2024-02-17,Sigiriya Rock Fortress,26.9,7.4,0,Peak Season,60,3869
2024-02-18,Sigiriya Rock Fortress,27.8,3.3,0,Peak Season,62,3988
2024-02-19,Sigiriya Rock Fortress,27.2,1.2,0,Peak Season,62,3255
2024-02-20,Sigiriya Rock Fortress,27.6,4.7,0,Peak Season,66,3443
2024-02-21,Sigiriya Rock Fortress,28.1,2.8,0,Peak Season,71,4068
2024-02-22,Sigiriya Rock Fortress,28.3,2.3,0,Peak Season,75,3777
2024-02-23,Sigiriya Rock Fortress,27.5,7.3,0,Peak Season,69,3782
2024-02-24,Sigiriya Rock Fortress,28.4,8.4,0,Peak Season,64,3560
2024-02-25,Sigiriya Rock Fortress,27.7,15.3,0,Peak Season,55,3961
2024-02-26,Sigiriya Rock Fortress,27.1,4.7,0,Peak Season,67,3573
2024-02-27,Sigiriya Rock Fortress,27.3,7.5,0,Peak Season,67,3476
2024-02-28,Sigiriya Rock Fortress,26.8,4.5,0,Peak Season,68,3658
2024-02-29,Sigiriya Rock Fortress,27.2,2.4,0,Peak Season,80,3764
2024-03-01,Sigiriya Rock Fortress,27.6,7.5,0,None,52,1955
2024-03-02,Sigiriya Rock Fortress,28.3,3.5,0,None,50,3211
2024-03-03,Sigiriya Rock Fortress,28.9,4.3,0,None,39,2875
2024-03-04,Sigiriya Rock Fortress,27.1,6.1,0,None,42,2172
2024-03-05,Sigiriya Rock Fortress,28.2,0.7,0,None,44,2168
2024-03-06,Sigiriya Rock Fortress,27.4,0.2,0,None,40,1963
2024-03-07,Sigiriya Rock Fortress,28.3,19.1,0,None,48,2285
2024-03-08,Sigiriya Rock Fortress,28.0,5.8,0,None,47,2721
2024-03-09,Sigiriya Rock Fortress,27.0,4.9,0,None,38,2775
2024-03-10,Sigiriya Rock Fortress,28.7,1.7,0,None,52,2776
2024-03-11,Sigiriya Rock Fortress,27.8,5.4,0,None,46,2396
2024-03-12,Sigiriya Rock Fortress,27.9,1.5,0,None,35,2187
2024-03-13,Sigiriya Rock Fortress,27.6,6.1,0,None,45,2503
2024-03-14,Sigiriya Rock Fortress,27.9,5.0,0,None,47,2506
2024-03-15,Sigiriya Rock Fortress,28.6,4.2,0,None,51,1822
2024-03-16,Sigiriya Rock Fortress,28.2,5.0,0,None,43,2981
2024-03-17,Sigiriya Rock Fortress,28.6,1.9,0,None,50,2817
2024-03-18,Sigiriya Rock Fortress,28.6,2.0,0,None,46,2102
2024-03-19,Sigiriya Rock Fortress,29.3,5.3,0,None,37,2196
2024-03-20,Sigiriya Rock Fortress,28.3,3.1,0,None,37,2320
2024-03-21,Sigiriya Rock Fortress,27.7,10.0,0,None,52,2035
2024-03-22,Sigiriya Rock Fortress,29.2,6.5,1,None,52,3295
2024-03-23,Sigiriya Rock Fortress,28.4,4.1,0,None,47,3119
2024-03-24,Sigiriya Rock Fortress,29.3,1.5,0,None,54,3150
2024-03-25,Sigiriya Rock Fortress,28.9,71.3,0,None,51,1493
2024-03-26,Sigiriya Rock Fortress,28.6,1.3,0,None,49,2262
2024-03-27,Sigiriya Rock Fortress,29.0,3.2,0,None,40,2532
2024-03-28,Sigiriya Rock Fortress,30.0,0.4,0,None,55,2313
2024-03-29,Sigiriya Rock Fortress,30.1,2.0,0,None,48,2738
2024-03-30,Sigiriya Rock Fortress,28.9,1.9,0,None,43,2886
2024-03-31,Sigiriya Rock Fortress,29.0,2.2,0,None,41,2866
2024-04-01,Sigiriya Rock Fortress,29.6,7.0,1,None,53,2790
2024-04-02,Sigiriya Rock Fortress,28.5,8.7,0,None,41,2209
2024-04-03,Sigiriya Rock Fortress,29.2,4.7,0,None,55,2701
2024-04-04,Sigiriya Rock Fortress,29.0,6.6,0,None,45,2062
2024-04-05,Sigiriya Rock Fortress,29.3,1.3,0,None,53,2684
2024-04-06,Sigiriya Rock Fortress,28.6,0.9,0,None,48,3034
2024-04-07,Sigiriya Rock Fortress,28.2,5.7,0,None,49,2819
2024-04-08,Sigiriya Rock Fortress,28.0,0.7,0,None,46,2598
2024-04-09,Sigiriya Rock Fortress,28.6,87.7,0,None,50,974
2024-04-10,Sigiriya Rock Fortress,29.0,3.7,0,None,62,2773
2024-04-11,Sigiriya Rock Fortress,29.1,83.2,0,None,59,2048
2024-04-12,Sigiriya Rock Fortress,30.5,1.7,0,None,53,2928
2024-04-13,Sigiriya Rock Fortress,30.0,0.4,1,Sinhala Tamil New Year,51,5359
2024-04-14,Sigiriya Rock Fortress,28.8,4.6,1,Sinhala Tamil New Year,56,5204
2024-04-15,Sigiriya Rock Fortress,29.7,2.4,0,None,58,2525
2024-04-16,Sigiriya Rock Fortress,29.2,8.4,0,None,46,2293
2024-04-17,Sigiriya Rock Fortress,29.3,5.8,0,None,51,2604
2024-04-18,Sigiriya Rock Fortress,29.7,2.3,0,None,40,2164
2024-04-19,Sigiriya Rock Fortress,30.0,0.1,0,None,58,2869
2024-04-20,Sigiriya Rock Fortress,29.4,3.8,0,None,63,3747
2024-04-21,Sigiriya Rock Fortress,30.3,3.5,0,None,51,3083
2024-04-22,Sigiriya Rock Fortress,29.0,0.0,0,None,38,2013
2024-04-23,Sigiriya Rock Fortress,29.7,5.8,0,None,55,2274
2024-04-24,Sigiriya Rock Fortress,31.3,0.8,0,None,46,2695
2024-04-25,Sigiriya Rock Fortress,29.9,10.2,0,None,47,2367
2024-04-26,Sigiriya Rock Fortress,30.7,3.7,0,None,55,2823
2024-04-27,Sigiriya Rock Fortress,29.9,1.9,0,None,53,3020
2024-04-28,Sigiriya Rock Fortress,30.2,5.2,0,None,48,3201
2024-04-29,Sigiriya Rock Fortress,29.9,5.0,0,None,47,2408
2024-04-30,Sigiriya Rock Fortress,29.8,4.9,0,None,52,2369
2024-05-01,Sigiriya Rock Fortress,29.5,10.2,1,None,49,2964
2024-05-02,Sigiriya Rock Fortress,30.2,6.0,0,None,44,2124
2024-05-03,Sigiriya Rock Fortress,29.5,1.9,0,None,49,2939
2024-05-04,Sigiriya Rock Fortress,30.4,3.5,0,None,53,3115
2024-05-05,Sigiriya Rock Fortress,30.7,16.5,0,None,50,3078
2024-05-06,Sigiriya Rock Fortress,30.3,1.8,0,None,43,2305
2024-05-07,Sigiriya Rock Fortress,29.9,7.5,0,None,57,2361
2024-05-08,Sigiriya Rock Fortress,30.4,12.0,0,None,35,2109
2024-05-09,Sigiriya Rock Fortress,30.0,8.5,0,None,48,2664
2024-05-10,Sigiriya Rock Fortress,30.8,5.7,0,None,47,2351
2024-05-11,Sigiriya Rock Fortress,29.1,6.7,0,None,52,2843
2024-05-12,Sigiriya Rock Fortress,30.0,9.4,0,None,54,3103
2024-05-13,Sigiriya Rock Fortress,29.1,2.0,0,None,58,2758
2024-05-14,Sigiriya Rock Fortress,29.4,5.5,0,None,47,2780
2024-05-15,Sigiriya Rock Fortress,31.1,32.8,0,None,55,2373
2024-05-16,Sigiriya Rock Fortress,30.9,8.8,0,None,52,2664
2024-05-17,Sigiriya Rock Fortress,29.9,6.5,0,None,41,2475
2024-05-18,Sigiriya Rock Fortress,29.5,3.8,0,None,62,3009
2024-05-19,Sigiriya Rock Fortress,28.6,2.2,0,None,42,2679
2024-05-20,Sigiriya Rock Fortress,30.1,7.9,0,None,54,2302
2024-05-21,Sigiriya Rock Fortress,31.9,8.6,1,None,53,2934
2024-05-22,Sigiriya Rock Fortress,30.7,5.6,0,None,53,2746
2024-05-23,Sigiriya Rock Fortress,30.1,48.3,0,None,48,2012
2024-05-24,Sigiriya Rock Fortress,30.8,2.6,0,None,56,2682
2024-05-25,Sigiriya Rock Fortress,29.6,1.9,0,None,42,2359
2024-05-26,Sigiriya Rock Fortress,30.3,4.3,0,None,51,3539
2024-05-27,Sigiriya Rock Fortress,30.6,6.2,0,None,48,2274
2024-05-28,Sigiriya Rock Fortress,30.5,2.3,0,None,47,2947
2024-05-29,Sigiriya Rock Fortress,31.0,8.5,0,None,54,2246
2024-05-30,Sigiriya Rock Fortress,30.8,9.6,0,None,57,2420
2024-05-31,Sigiriya Rock Fortress,31.0,13.2,0,None,49,1934
2024-06-01,Sigiriya Rock Fortress,30.2,3.8,0,None,50,3151
2024-06-02,Sigiriya Rock Fortress,31.1,22.2,0,None,45,2550
2024-06-03,Sigiriya Rock Fortress,31.6,12.8,0,None,40,2046
2024-06-04,Sigiriya Rock Fortress,30.0,2.9,0,None,43,2097
2024-06-05,Sigiriya Rock Fortress,30.1,2.4,0,None,43,2580
2024-06-06,Sigiriya Rock Fortress,31.4,5.2,0,None,41,2541
2024-06-07,Sigiriya Rock Fortress,30.5,10.3,0,None,48,2817
2024-06-08,Sigiriya Rock Fortress,31.5,11.9,1,None,46,3447
2024-06-09,Sigiriya Rock Fortress,30.4,13.4,0,None,35,2741
2024-06-10,Sigiriya Rock Fortress,31.5,41.0,0,None,35,1567
2024-06-11,Sigiriya Rock Fortress,30.8,6.6,0,None,48,2399
2024-06-12,Sigiriya Rock Fortress,30.8,38.8,0,None,40,1828
2024-06-13,Sigiriya Rock Fortress,31.6,15.4,0,None,47,2479
2024-06-14,Sigiriya Rock Fortress,30.5,2.0,0,None,50,2777
2024-06-15,Sigiriya Rock Fortress,30.1,9.3,0,None,37,2986
2024-06-16,Sigiriya Rock Fortress,30.4,6.4,0,None,37,2628
2024-06-17,Sigiriya Rock Fortress,31.0,6.2,0,None,55,2830
2024-06-18,Sigiriya Rock Fortress,29.8,4.2,0,None,47,2439
2024-06-19,Sigiriya Rock Fortress,31.1,8.8,0,None,42,2277
2024-06-20,Sigiriya Rock Fortress,30.4,21.4,0,None,39,1963
2024-06-21,Sigiriya Rock Fortress,31.4,4.7,0,None,42,2285
2024-06-22,Sigiriya Rock Fortress,29.3,14.7,0,None,38,3076
2024-06-23,Sigiriya Rock Fortress,30.2,17.2,0,None,50,2978
2024-06-24,Sigiriya Rock Fortress,29.7,25.6,0,None,40,2101
2024-06-25,Sigiriya Rock Fortress,30.2,2.7,0,None,52,2513
2024-06-26,Sigiriya Rock Fortress,30.8,8.4,0,None,43,2899
2024-06-27,Sigiriya Rock Fortress,30.6,3.7,0,None,39,2626
2024-06-28,Sigiriya Rock Fortress,30.5,9.2,0,None,42,2164
2024-06-29,Sigiriya Rock Fortress,30.6,9.1,0,None,29,2584
2024-06-30,Sigiriya Rock Fortress,30.8,1.9,0,None,44,2960
2024-07-01,Sigiriya Rock Fortress,30.1,9.8,0,Peak Season,56,3486
2024-07-02,Sigiriya Rock Fortress,31.1,47.8,0,Peak Season,62,2987
2024-07-03,Sigiriya Rock Fortress,31.0,13.7,0,Peak Season,46,3355
2024-07-04,Sigiriya Rock Fortress,30.9,1.3,0,Peak Season,64,4047
2024-07-05,Sigiriya Rock Fortress,31.0,2.6,0,Peak Season,62,3391
2024-07-06,Sigiriya Rock Fortress,30.8,8.2,0,Peak Season,65,3961
2024-07-07,Sigiriya Rock Fortress,31.8,2.7,0,Peak Season,57,4060
2024-07-08,Sigiriya Rock Fortress,30.5,25.6,0,Peak Season,63,3308
2024-07-09,Sigiriya Rock Fortress,30.4,1.1,0,Peak Season,48,3864
2024-07-10,Sigiriya Rock Fortress,30.1,14.0,0,Peak Season,61,3714
2024-07-11,Sigiriya Rock Fortress,29.9,0.7,0,Peak Season,52,3692
2024-07-12,Sigiriya Rock Fortress,29.8,8.1,0,Peak Season,47,3244
2024-07-13,Sigiriya Rock Fortress,30.0,2.1,0,Peak Season,50,3922
2024-07-14,Sigiriya Rock Fortress,30.5,16.6,0,Peak Season,57,3635
2024-07-15,Sigiriya Rock Fortress,30.7,22.3,0,Peak Season,52,3425
2024-07-16,Sigiriya Rock Fortress,30.5,12.1,0,Peak Season,59,3602
2024-07-17,Sigiriya Rock Fortress,30.0,23.2,0,Peak Season,46,3393
2024-07-18,Sigiriya Rock Fortress,31.0,0.0,0,Peak Season,44,3341
2024-07-19,Sigiriya Rock Fortress,30.9,10.0,0,Peak Season,65,3610
2024-07-20,Sigiriya Rock Fortress,30.3,13.9,0,Peak Season,62,4107
2024-07-21,Sigiriya Rock Fortress,30.0,15.7,0,Peak Season,51,4036
2024-07-22,Sigiriya Rock Fortress,30.7,13.1,0,Peak Season,57,3130
2024-07-23,Sigiriya Rock Fortress,30.5,16.0,0,Peak Season,63,3681
2024-07-24,Sigiriya Rock Fortress,29.5,9.9,1,Peak Season,60,4149
2024-07-25,Sigiriya Rock Fortress,30.3,1.4,0,Peak Season,58,3365
2024-07-26,Sigiriya Rock Fortress,30.4,4.5,0,Peak Season,64,3213
2024-07-27,Sigiriya Rock Fortress,29.7,25.9,0,Peak Season,53,3713
2024-07-28,Sigiriya Rock Fortress,30.3,23.4,0,Peak Season,57,4184
2024-07-29,Sigiriya Rock Fortress,29.3,13.6,0,Peak Season,57,3767
2024-07-30,Sigiriya Rock Fortress,31.0,16.7,0,Peak Season,55,3463
2024-07-31,Sigiriya Rock Fortress,30.9,21.0,0,Peak Season,55,3761
2024-08-01,Sigiriya Rock Fortress,30.0,13.3,0,Esala Festival,57,3317
2024-08-02,Sigiriya Rock Fortress,30.3,25.0,0,Esala Festival,57,3406
2024-08-03,Sigiriya Rock Fortress,28.6,24.2,0,Esala Festival,51,3489
2024-08-04,Sigiriya Rock Fortress,29.4,4.6,0,Esala Festival,62,3937
2024-08-05,Sigiriya Rock Fortress,29.9,4.7,0,Esala Festival,51,3169
2024-08-06,Sigiriya Rock Fortress,29.4,122.4,0,Esala Festival,56,1525
2024-08-07,Sigiriya Rock Fortress,30.4,40.8,0,Esala Festival,55,3258
2024-08-08,Sigiriya Rock Fortress,31.1,26.2,0,Esala Festival,59,3105
2024-08-09,Sigiriya Rock Fortress,29.2,18.2,0,Esala Festival,44,2829
2024-08-10,Sigiriya Rock Fortress,29.4,27.5,0,Esala Festival,62,3515
2024-08-11,Sigiriya Rock Fortress,30.0,13.5,0,Esala Festival,53,3757
2024-08-12,Sigiriya Rock Fortress,30.8,5.9,0,Esala Festival,64,3957
2024-08-13,Sigiriya Rock Fortress,29.1,47.9,0,Esala Festival,54,3286
2024-08-14,Sigiriya Rock Fortress,29.9,12.4,0,Esala Festival,57,2968
2024-08-15,Sigiriya Rock Fortress,30.8,22.7,0,Esala Festival,68,3362
2024-08-16,Sigiriya Rock Fortress,28.7,0.0,0,Esala Festival,55,3177
2024-08-17,Sigiriya Rock Fortress,28.9,9.6,1,Esala Festival,64,4876
2024-08-18,Sigiriya Rock Fortress,29.4,2.5,0,Esala Festival,57,4048
2024-08-19,Sigiriya Rock Fortress,29.3,10.4,0,Esala Festival,59,3233
2024-08-20,Sigiriya Rock Fortress,30.1,4.4,0,Esala Festival,57,3453
2024-08-21,Sigiriya Rock Fortress,29.7,62.1,0,Esala Festival,62,2715
2024-08-22,Sigiriya Rock Fortress,28.4,20.4,0,Esala Festival,53,3468
2024-08-23,Sigiriya Rock Fortress,29.8,27.8,0,Esala Festival,51,3158
2024-08-24,Sigiriya Rock Fortress,29.1,0.1,1,Esala Festival,53,4729
2024-08-25,Sigiriya Rock Fortress,30.2,16.5,0,Esala Festival,58,3276
2024-08-26,Sigiriya Rock Fortress,29.0,6.3,0,Esala Festival,56,3343
2024-08-27,Sigiriya Rock Fortress,29.0,27.5,0,Esala Festival,61,3651
2024-08-28,Sigiriya Rock Fortress,29.6,14.1,0,Esala Festival,65,3739
2024-08-29,Sigiriya Rock Fortress,29.7,7.2,0,Esala Festival,51,2875
2024-08-30,Sigiriya Rock Fortress,29.5,1.4,0,Esala Festival,53,3311
2024-08-31,Sigiriya Rock Fortress,28.2,8.6,0,Esala Festival,48,3443
2024-09-01,Sigiriya Rock Fortress,29.5,21.4,1,None,57,3988
2024-09-02,Sigiriya Rock Fortress,28.5,4.8,0,None,47,2450
2024-09-03,Sigiriya Rock Fortress,29.2,49.5,0,None,48,1733
2024-09-04,Sigiriya Rock Fortress,28.2,19.5,0,None,37,2037
2024-09-05,Sigiriya Rock Fortress,29.3,2.2,0,None,45,1845
2024-09-06,Sigiriya Rock Fortress,28.5,1.5,0,None,48,2215
2024-09-07,Sigiriya Rock Fortress,28.2,6.1,0,None,43,2856
2024-09-08,Sigiriya Rock Fortress,29.3,4.5,0,None,51,3236
2024-09-09,Sigiriya Rock Fortress,29.0,11.1,0,None,59,2127
2024-09-10,Sigiriya Rock Fortress,28.5,7.0,0,None,39,2142
2024-09-11,Sigiriya Rock Fortress,29.7,4.8,0,None,39,2516
2024-09-12,Sigiriya Rock Fortress,28.5,0.6,0,None,40,2001
2024-09-13,Sigiriya Rock Fortress,28.7,12.5,0,None,55,2505
2024-09-14,Sigiriya Rock Fortress,28.8,0.5,0,None,51,3095
2024-09-15,Sigiriya Rock Fortress,28.3,17.4,0,None,44,3111
2024-09-16,Sigiriya Rock Fortress,28.9,0.2,0,None,45,2378
2024-09-17,Sigiriya Rock Fortress,28.2,0.4,0,None,40,2274
2024-09-18,Sigiriya Rock Fortress,28.3,2.0,0,None,50,2665
2024-09-19,Sigiriya Rock Fortress,29.3,3.8,0,None,43,2072
2024-09-20,Sigiriya Rock Fortress,27.8,3.0,0,None,43,2272
2024-09-21,Sigiriya Rock Fortress,27.0,3.9,0,None,49,2840
2024-09-22,Sigiriya Rock Fortress,29.3,8.9,0,None,44,2840
2024-09-23,Sigiriya Rock Fortress,29.9,2.2,0,None,44,2609
2024-09-24,Sigiriya Rock Fortress,28.1,9.1,0,None,45,2416
2024-09-25,Sigiriya Rock Fortress,27.1,2.1,0,None,50,2269
2024-09-26,Sigiriya Rock Fortress,28.0,0.4,0,None,55,2605
2024-09-27,Sigiriya Rock Fortress,28.0,19.1,0,None,49,2571
2024-09-28,Sigiriya Rock Fortress,28.0,2.8,0,None,50,2823
2024-09-29,Sigiriya Rock Fortress,27.4,12.9,0,None,44,2788
2024-09-30,Sigiriya Rock Fortress,28.4,0.3,0,None,41,2296
2024-10-01,Sigiriya Rock Fortress,28.3,27.2,0,None,49,2142
2024-10-02,Sigiriya Rock Fortress,27.1,8.1,0,None,46,1931
2024-10-03,Sigiriya Rock Fortress,28.4,7.2,0,None,36,2476
2024-10-04,Sigiriya Rock Fortress,29.2,0.7,0,None,43,2227
2024-10-05,Sigiriya Rock Fortress,28.0,1.9,0,None,45,3153
2024-10-06,Sigiriya Rock Fortress,27.6,5.7,0,None,42,2677
2024-10-07,Sigiriya Rock Fortress,27.7,2.1,0,None,54,2389
2024-10-08,Sigiriya Rock Fortress,28.1,19.0,0,None,48,2496
2024-10-09,Sigiriya Rock Fortress,26.7,8.3,0,None,53,2618
2024-10-10,Sigiriya Rock Fortress,27.8,2.1,0,None,47,2450
2024-10-11,Sigiriya Rock Fortress,27.4,16.8,0,None,45,2345
2024-10-12,Sigiriya Rock Fortress,28.7,5.1,0,None,39,2742
2024-10-13,Sigiriya Rock Fortress,27.5,16.3,0,None,45,2735
2024-10-14,Sigiriya Rock Fortress,28.6,4.2,0,None,45,2225
2024-10-15,Sigiriya Rock Fortress,26.9,13.5,0,None,37,2254
2024-10-16,Sigiriya Rock Fortress,27.9,5.0,0,None,42,2130
2024-10-17,Sigiriya Rock Fortress,27.7,20.0,0,None,43,2440
2024-10-18,Sigiriya Rock Fortress,26.9,0.3,0,None,47,2324
2024-10-19,Sigiriya Rock Fortress,27.5,1.3,0,None,48,2975
2024-10-20,Sigiriya Rock Fortress,28.1,7.0,0,None,42,2982
2024-10-21,Sigiriya Rock Fortress,27.1,3.5,0,None,48,2386
2024-10-22,Sigiriya Rock Fortress,26.3,5.1,1,None,44,2846
2024-10-23,Sigiriya Rock Fortress,27.3,16.3,0,None,28,1867
2024-10-24,Sigiriya Rock Fortress,26.7,54.8,0,None,42,1840
2024-10-25,Sigiriya Rock Fortress,27.0,12.4,0,None,51,2178
2024-10-26,Sigiriya Rock Fortress,27.1,2.8,0,None,35,2677
2024-10-27,Sigiriya Rock Fortress,26.1,18.7,0,None,46,2679
2024-10-28,Sigiriya Rock Fortress,26.2,41.3,0,None,55,2212
2024-10-29,Sigiriya Rock Fortress,27.4,11.7,0,None,40,2127
2024-10-30,Sigiriya Rock Fortress,26.7,8.4,0,None,45,2652
2024-10-31,Sigiriya Rock Fortress,25.5,10.7,0,None,37,2006
2024-11-01,Sigiriya Rock Fortress,27.5,32.1,0,None,55,2125
2024-11-02,Sigiriya Rock Fortress,27.1,12.3,0,None,45,2733
2024-11-03,Sigiriya Rock Fortress,26.5,21.2,0,None,45,2353
2024-11-04,Sigiriya Rock Fortress,26.1,20.6,0,None,53,2002
2024-11-05,Sigiriya Rock Fortress,27.4,27.0,0,None,49,2010
2024-11-06,Sigiriya Rock Fortress,27.1,8.9,0,None,40,2422
2024-11-07,Sigiriya Rock Fortress,28.3,5.3,0,None,41,2268
2024-11-08,Sigiriya Rock Fortress,27.1,17.7,0,None,48,2103
2024-11-09,Sigiriya Rock Fortress,27.0,26.2,0,None,41,2798
2024-11-10,Sigiriya Rock Fortress,26.7,31.1,0,None,32,2639
2024-11-11,Sigiriya Rock Fortress,27.2,39.0,0,None,45,2180
2024-11-12,Sigiriya Rock Fortress,27.1,24.8,0,None,36,1721
2024-11-13,Sigiriya Rock Fortress,27.5,5.2,0,None,55,2391
2024-11-14,Sigiriya Rock Fortress,26.4,13.5,0,None,46,2599
2024-11-15,Sigiriya Rock Fortress,26.4,12.4,0,None,40,2158
2024-11-16,Sigiriya Rock Fortress,26.4,11.1,0,None,41,2630
2024-11-17,Sigiriya Rock Fortress,27.1,19.0,0,None,34,2651
2024-11-18,Sigiriya Rock Fortress,27.5,8.7,0,None,38,2374
2024-11-19,Sigiriya Rock Fortress,26.3,8.8,0,None,51,2217
2024-11-20,Sigiriya Rock Fortress,26.3,53.2,0,None,58,1984
2024-11-21,Sigiriya Rock Fortress,26.7,10.5,0,None,49,2504
2024-11-22,Sigiriya Rock Fortress,26.4,30.4,0,None,44,1706
2024-11-23,Sigiriya Rock Fortress,27.1,32.2,0,None,42,2481
2024-11-24,Sigiriya Rock Fortress,25.1,14.8,0,None,39,2318
2024-11-25,Sigiriya Rock Fortress,26.0,9.5,0,None,57,2216
2024-11-26,Sigiriya Rock Fortress,26.0,3.8,0,None,44,2143
2024-11-27,Sigiriya Rock Fortress,25.1,0.9,0,None,58,2627
2024-11-28,Sigiriya Rock Fortress,25.9,21.6,0,None,53,2140
2024-11-29,Sigiriya Rock Fortress,25.9,17.7,1,None,35,2441
